번호,유적명,유구명,유형,매장주체부,장축방향,길이(m),넓이(m),높이(m),출전,비고,지역
2722,청주 문암동,B지점 5호 분묘,토광묘,?,N80E,1.21,0.62,0.2,"충청북도문화재연구원 98, 2021",,청주
2778,청주 문암동,C지점 23호 분묘,토광묘,목관 혹은 목곽,N44W,1.21,0.65,0.23,"충청북도문화재연구원 98, 2021",,청주
254,청주 신봉동 백제고분군,A-34호분,토광묘,?,?,1.22,0.77,0.45,"충북대학교박물관 87, 2002",,청주
2564,청주 문암동,A지점 35호 분묘,토광묘,?,N5E,1.23,0.58,0.25,"충청북도문화재연구원 98, 2021",,청주
2584,청주 문암동,A지점 55호 분묘,토광묘,?,N18W,1.23,0.54,0.28,"충청북도문화재연구원 98, 2021",,청주
2652,청주 문암동,A지점 123호 분묘,토광묘,?,N41W,1.23,0.67,0.25,"충청북도문화재연구원 98, 2021",,청주
2719,청주 문암동,B지점 2호 분묘,토광묘,목관 혹은 목곽,N86E,1.23,0.5,0.15,"충청북도문화재연구원 98, 2021",,청주
2738,청주 문암동,B지점 21호 분묘,토광묘,?,N75W,1.23,0.6,0.18,"충청북도문화재연구원 98, 2021",,청주
2740,청주 문암동,B지점 23호 분묘,토광묘,목관 혹은 목곽,N3E,1.23,0.57,0.21,"충청북도문화재연구원 98, 2021",,청주
2750,청주 문암동,B지점 33호 분묘,토광묘,목관 혹은 목곽,N24W,1.23,0.57,0.38,"충청북도문화재연구원 98, 2021",,청주
2651,청주 문암동,A지점 122호 분묘,토광묘,?,N0W,1.24,0.61,0.2,"충청북도문화재연구원 98, 2021",,청주
2691,청주 문암동,A지점 162호 분묘,토광묘,?,N18W,1.24,0.68,0.3,"충청북도문화재연구원 98, 2021",,청주
2707,청주 문암동,A지점 178호 분묘,토광묘,?,N78W,1.24,0.67,0.2,"충청북도문화재연구원 98, 2021",,청주
2721,청주 문암동,B지점 4호 분묘,토광묘,?,N71E,1.24,0.51,0.28,"충청북도문화재연구원 98, 2021",,청주
352,서천 주동리,6호 토광묘,토광묘,목관,N24W,1.25,0.66,0.11,"충청문화재연구원 70, 2008",,서천
2560,청주 문암동,A지점 31호 분묘,토광묘,?,N9E,1.25,0.6,0.23,"충청북도문화재연구원 98, 2021",,청주
2628,청주 문암동,A지점 99호 분묘,토광묘,?,N13W,1.25,0.56,0.45,"충청북도문화재연구원 98, 2021",,청주
2653,청주 문암동,A지점 124호 분묘,토광묘,?,N52W,1.25,0.6,0.26,"충청북도문화재연구원 98, 2021",,청주
2665,청주 문암동,A지점 136호 분묘,토광묘,?,N8W,1.25,0.73,0.38,"충청북도문화재연구원 98, 2021",,청주
2705,청주 문암동,A지점 176호 분묘,토광묘,목관 혹은 목곽,N13W,1.25,0.69,0.37,"충청북도문화재연구원 98, 2021",,청주
2706,청주 문암동,A지점 177호 분묘,토광묘,목관 혹은 목곽,N13W,1.25,0.51,0.18,"충청북도문화재연구원 98, 2021",,청주
2670,청주 문암동,A지점 141호 분묘,토광묘,목관 혹은 목곽,N19W,1.26,0.7,0.28,"충청북도문화재연구원 98, 2021",,청주
2677,청주 문암동,A지점 148호 분묘,토광묘,?,N12E,1.26,0.61,0.24,"충청북도문화재연구원 98, 2021",,청주
2683,청주 문암동,A지점 154호 분묘,토광묘,?,N8W,1.26,0.54,0.32,"충청북도문화재연구원 98, 2021",,청주
2622,청주 문암동,A지점 93호 분묘,토광묘,?,N5W,1.27,0.63,0.2,"충청북도문화재연구원 98, 2021",,청주
2641,청주 문암동,A지점 112호 분묘,토광묘,?,N18W,1.27,0.62,0.25,"충청북도문화재연구원 98, 2021",,청주
2681,청주 문암동,A지점 152호 분묘,토광묘,?,N42W,1.27,0.67,0.2,"충청북도문화재연구원 98, 2021",,청주
2735,청주 문암동,B지점 18호 분묘,토광묘,목관 혹은 목곽,N67E,1.27,0.78,0.15,"충청북도문화재연구원 98, 2021",,청주
2793,청주 문암동,C지점 38호 분묘,토광묘,?,N9W,1.27,0.89,0.4,"충청북도문화재연구원 98, 2021",,청주
2537,청주 문암동,A지점 8호 분묘,토광묘,?,N2E,1.28,0.37,0.15,"충청북도문화재연구원 98, 2021",,청주
2578,청주 문암동,A지점 49호 분묘,토광묘,목관 혹은 목곽,N22E,1.28,0.6,0.28,"충청북도문화재연구원 98, 2021",,청주
2589,청주 문암동,A지점 60호 분묘,토광묘,?,N17W,1.28,0.58,0.15,"충청북도문화재연구원 98, 2021",,청주
2700,청주 문암동,A지점 171호 분묘,토광묘,목관 혹은 목곽,N1W,1.28,0.61,0.2,"충청북도문화재연구원 98, 2021",,청주
2742,청주 문암동,B지점 25호 분묘,토광묘,목관 혹은 목곽,N12W,1.28,0.7,0.18,"충청북도문화재연구원 98, 2021",,청주
2743,청주 문암동,B지점 26호 분묘,토광묘,목관 혹은 목곽,N67E,1.28,0.64,0.4,"충청북도문화재연구원 98, 2021",,청주
2745,청주 문암동,B지점 28호 분묘,토광묘,목관 혹은 목곽,N21W,1.28,0.42,0.33,"충청북도문화재연구원 98, 2021",,청주
875,청주 신봉동 고분군,2호묘,토광묘,?,N40W,1.29,0.84,0.42,"충북대학교박물관, 1996",,청주
2550,청주 문암동,A지점 21호 분묘,토광묘,?,N14E,1.29,0.78,0.15,"충청북도문화재연구원 98, 2021",,청주
2643,청주 문암동,A지점 114호 분묘,토광묘,?,N37W,1.29,0.7,0.32,"충청북도문화재연구원 98, 2021",,청주
2668,청주 문암동,A지점 139호 분묘,토광묘,목관 혹은 목곽,N8W,1.29,0.49,0.38,"충청북도문화재연구원 98, 2021",,청주
2694,청주 문암동,A지점 165호 분묘,토광묘,?,N3W,1.29,0.71,0.2,"충청북도문화재연구원 98, 2021",,청주
2701,청주 문암동,A지점 172호 분묘,토광묘,목관 혹은 목곽,N1W,1.29,0.66,0.25,"충청북도문화재연구원 98, 2021",,청주
2733,청주 문암동,B지점 16호 분묘,토광묘,목관 혹은 목곽,N75E,1.29,0.56,0.24,"충청북도문화재연구원 98, 2021",,청주
920,서천 오석리,95-4호 토광묘,토광묘,목관,N12S,1.3,0.74,0.15,"공주대학교박물관, 1996",,서천
2538,청주 문암동,A지점 9호 분묘,토광묘,?,N0E,1.3,0.6,0.37,"충청북도문화재연구원 98, 2021",,청주
2549,청주 문암동,A지점 20호 분묘,토광묘,?,N12W,1.3,0.46,0.11,"충청북도문화재연구원 98, 2021",,청주
2579,청주 문암동,A지점 50호 분묘,토광묘,?,N9W,1.3,0.74,0.26,"충청북도문화재연구원 98, 2021",,청주
2594,청주 문암동,A지점 65호 분묘,토광묘,?,N21W,1.3,0.51,0.13,"충청북도문화재연구원 98, 2021",,청주
2603,청주 문암동,A지점 74호 분묘,토광묘,?,N2W,1.3,0.7,0.25,"충청북도문화재연구원 98, 2021",,청주
2606,청주 문암동,A지점 77호 분묘,토광묘,?,N2W,1.3,0.7,0.25,"충청북도문화재연구원 98, 2021",,청주
2615,청주 문암동,A지점 86호 분묘,토광묘,?,N19W,1.3,0.68,0.2,"충청북도문화재연구원 98, 2021",,청주
2635,청주 문암동,A지점 106호 분묘,토광묘,목관 혹은 목곽,N48W,1.3,0.67,0.18,"충청북도문화재연구원 98, 2021",,청주
2698,청주 문암동,A지점 169호 분묘,토광묘,?,N6W,1.3,0.5,0.37,"충청북도문화재연구원 98, 2021",,청주
3581,청주 신봉동 고분군,59호,토광묘,?,N2E,1.3,*0.92,*0.25,"충북대학교박물관, 2003",,청주
2439,청주 오송유적(15지점),33호 토광묘,주구토광묘,?,N81W,1.31,0.63,*0.11,"중앙문화재연구원, 2019",,청주
2541,청주 문암동,A지점 12호 분묘,토광묘,?,N45W,1.31,0.5,0.15,"충청북도문화재연구원 98, 2021",,청주
2587,청주 문암동,A지점 58호 분묘,토광묘,?,N5W,1.31,0.6,0.12,"충청북도문화재연구원 98, 2021",,청주
2642,청주 문암동,A지점 113호 분묘,토광묘,?,N24W,1.31,0.72,0.32,"충청북도문화재연구원 98, 2021",,청주
2645,청주 문암동,A지점 116호 분묘,토광묘,목관 혹은 목곽,N8W,1.31,0.72,0.32,"충청북도문화재연구원 98, 2021",,청주
2650,청주 문암동,A지점 121호 분묘,토광묘,?,N17W,1.31,0.72,0.32,"충청북도문화재연구원 98, 2021",,청주
2654,청주 문암동,A지점 125호 분묘,토광묘,?,N50W,1.31,0.63,0.35,"충청북도문화재연구원 98, 2021",,청주
2671,청주 문암동,A지점 142호 분묘,토광묘,?,N13E,1.31,0.68,0.35,"충청북도문화재연구원 98, 2021",,청주
2686,청주 문암동,A지점 157호 분묘,토광묘,?,N1W,1.31,0.77,0.24,"충청북도문화재연구원 98, 2021",,청주
2708,청주 문암동,A지점 179호 분묘,토광묘,?,N89E,1.31,0.64,0.2,"충청북도문화재연구원 98, 2021",,청주
3181,아산 북수리,129호 묘,토광묘,목관,N18W,1.31,0.45,*0.07,"중부고고학연구소, 2018",,아산
2561,청주 문암동,A지점 32호 분묘,토광묘,?,N2W,1.32,0.62,0.3,"충청북도문화재연구원 98, 2021",,청주
2565,청주 문암동,A지점 36호 분묘,토광묘,?,N9E,1.32,0.62,0.3,"충청북도문화재연구원 98, 2021",,청주
2655,청주 문암동,A지점 126호 분묘,토광묘,?,N73W,1.32,0.57,0.38,"충청북도문화재연구원 98, 2021",,청주
2669,청주 문암동,A지점 140호 분묘,토광묘,목관 혹은 목곽,N23W,1.32,0.61,0.31,"충청북도문화재연구원 98, 2021",,청주
2690,청주 문암동,A지점 161호 분묘,토광묘,목관 혹은 목곽,N11W,1.32,0.61,0.18,"충청북도문화재연구원 98, 2021",,청주
2692,청주 문암동,A지점 163호 분묘,토광묘,목관 혹은 목곽,N6W,1.32,0.62,0.25,"충청북도문화재연구원 98, 2021",,청주
3566,청주 신봉동 고분군,36호,토광묘,?,N44W,1.32,*0.84,*0.22,"충북대학교박물관, 2003",,청주
2563,청주 문암동,A지점 34호 분묘,토광묘,?,N8E,1.33,0.68,0.45,"충청북도문화재연구원 98, 2021",,청주
2720,청주 문암동,B지점 3호 분묘,토광묘,목관 혹은 목곽,N79E,1.33,0.68,0.18,"충청북도문화재연구원 98, 2021",,청주
2545,청주 문암동,A지점 16호 분묘,토광묘,목관 혹은 목곽,N4W,1.34,0.68,0.22,"충청북도문화재연구원 98, 2021",,청주
2548,청주 문암동,A지점 19호 분묘,토광묘,?,N12W,1.34,0.51,0.11,"충청북도문화재연구원 98, 2021",,청주
2562,청주 문암동,A지점 33호 분묘,토광묘,?,N5E,1.34,0.7,0.18,"충청북도문화재연구원 98, 2021",,청주
2626,청주 문암동,A지점 97호 분묘,토광묘,?,N57E,1.34,0.67,0.25,"충청북도문화재연구원 98, 2021",,청주
2682,청주 문암동,A지점 153호 분묘,토광묘,?,N2E,1.34,0.6,0.2,"충청북도문화재연구원 98, 2021",,청주
807,충주 금릉동,89호 토광묘,토광묘,토광,N18W,1.35,0.65,0.24,"충북대학교박물관 112, 2004",,충주
894,청주 신봉동 고분군,21호묘,토광묘,?,N30E,1.35,0.76,0.23,"충북대학교박물관, 1996",,청주
2704,청주 문암동,A지점 175호 분묘,토광묘,목관 혹은 목곽,N9W,1.35,0.68,0.25,"충청북도문화재연구원 98, 2021",,청주
568,서산 예천동 산7-25번지,1호 주구토광묘,주구토광묘,목곽 + 목관,N18E,1.36,1.98,*0.46,"동아문화재연구원, 2018",,서산
2593,청주 문암동,A지점 64호 분묘,토광묘,?,N8E,1.36,0.6,0.12,"충청북도문화재연구원 98, 2021",,청주
294,청주 오송(2지점),1호 옹관묘,옹관묘,?,N80E,*0.86,*0.38,*0.18,"중앙문화재연구원, 2019",,청주
295,청주 오송(2지점),1호 석실묘,횡구식 석실묘,?,N72W,8.26,8.47,2,"중앙문화재연구원, 2019",,청주
296,서산 예천동 여전 II (1지점),1호 분구묘,분구묘,?,N48E,?,?,?,"누리고고학연구소, 2019",,서산
297,서산 예천동 여전 II (1지점),2호 분구묘,분구묘,?,N8W,?,?,?,"누리고고학연구소, 2019",,서산
298,서산 예천동 여전 II (1지점),3호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
299,서산 예천동 여전 II (1지점),4호 분구묘,분구묘,?,N35E,?,?,?,"누리고고학연구소, 2019",,서산
300,서산 예천동 여전 II (1지점),5호 분구묘,분구묘,?,N37E,?,?,?,"누리고고학연구소, 2019",,서산
301,서산 예천동 여전 II (1지점),6호 분구묘,분구묘,?,N45E,?,?,?,"누리고고학연구소, 2019",,서산
302,서산 예천동 여전 II (1지점),7호 분구묘,분구묘,?,N65E,?,?,?,"누리고고학연구소, 2019",,서산
303,서산 예천동 여전 II (1지점),8호 분구묘,분구묘,?,N40E,?,?,?,"누리고고학연구소, 2019",,서산
304,서산 예천동 여전 II (2지점),1호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
305,서산 예천동 여전 II (2지점),2호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
306,서산 예천동 여전 II (2지점),3호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
307,서산 예천동 여전 II (2지점),4호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
308,서산 예천동 여전 II (2지점),5호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
309,서산 예천동 여전 II (2지점),6호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
2631,청주 문암동,A지점 102호 분묘,토광묘,목관 혹은 목곽,N25W,1.36,0.64,0.2,"충청북도문화재연구원 98, 2021",,청주
380,가경 달산리,1구간 토광묘 9호묘,토광묘,?,N68W,1.37,0.52,0.26,"가경고고학연구소 16, 2012",,태안
312,서산 예천동 여전 II (2지점),9호 분구묘,분구묘,?,?,?,?,?,"누리고고학연구소, 2019",,서산
2534,청주 문암동,A지점 5호 분묘,토광묘,?,N4W,1.37,0.61,0.18,"충청북도문화재연구원 98, 2021",,청주
2570,청주 문암동,A지점 41호 분묘,토광묘,?,N8E,1.37,0.69,0.42,"충청북도문화재연구원 98, 2021",,청주
2583,청주 문암동,A지점 54호 분묘,토광묘,?,N7E,1.37,1.05,0.46,"충청북도문화재연구원 98, 2021",,청주
2666,청주 문암동,A지점 137호 분묘,토광묘,?,N16W,1.37,0.61,0.18,"충청북도문화재연구원 98, 2021",,청주
2580,청주 문암동,A지점 51호 분묘,토광묘,?,N11W,1.38,0.74,0.24,"충청북도문화재연구원 98, 2021",,청주
2689,청주 문암동,A지점 160호 분묘,토광묘,목관 혹은 목곽,N1W,1.38,0.7,0.26,"충청북도문화재연구원 98, 2021",,청주
3517,청주 신봉동 고분군,89호분,토광묘,직장,N5E,1.38,0.94,*0.30,"충북대학교박물관, 1995",,청주
567,서산 예천동 산7-25번지,1호 토광묘,토광묘,목곽 + 목관,N28E,1.39,2.91,*0.24,"동아문화재연구원, 2018",,서산
2630,청주 문암동,A지점 101호 분묘,토광묘,?,N31W,1.39,0.7,0.23,"충청북도문화재연구원 98, 2021",,청주
2684,청주 문암동,A지점 155호 분묘,토광묘,?,N8W,1.39,0.65,0.31,"충청북도문화재연구원 98, 2021",,청주
2576,청주 문암동,A지점 47호 분묘,토광묘,목관 혹은 목곽,N8E,1.4,0.66,0.25,"충청북도문화재연구원 98, 2021",,청주
2596,청주 문암동,A지점 67호 분묘,토광묘,?,N18W,1.4,0.64,0.15,"충청북도문화재연구원 98, 2021",,청주
2599,청주 문암동,A지점 70호 분묘,토광묘,?,N30E,1.4,0.56,0.08,"충청북도문화재연구원 98, 2021",,청주
2781,청주 문암동,C지점 26호 분묘,토광묘,?,N56E,1.4,0.64,0.08,"충청북도문화재연구원 98, 2021",,청주
3094,아산 북수리,42호 묘,토광묘,목관,N38W,1.4,0.62,0.08,"중부고고학연구소, 2018",,아산
3575,청주 신봉동 고분군,49호,토광묘,?,N19E,1.4,*0.78,*0.34,"충북대학교박물관, 2003",,청주
2676,청주 문암동,A지점 147호 분묘,토광묘,?,N13E,1.41,0.6,0.24,"충청북도문화재연구원 98, 2021",,청주
452,공주 남산리 분묘군,2호 토광묘,토광묘,?,n90w,1.42,0.54,0.56,,,공주
2614,청주 문암동,A지점 85호 분묘,토광묘,목관 혹은 목곽,N4W,1.42,0.86,0.29,"충청북도문화재연구원 98, 2021",,청주
2685,청주 문암동,A지점 156호 분묘,토광묘,목관 혹은 목곽,N5E,1.42,0.78,0.23,"충청북도문화재연구원 98, 2021",,청주
3177,아산 북수리,125호 묘,토광묘,목관,N56E,1.42,0.74,0.24,"중부고고학연구소, 2018",,아산
3589,청주 신봉동 고분군,69호,토광묘,?,N13W,1.42,*0.80,*0.38,"충북대학교박물관, 2003",,청주
2546,청주 문암동,A지점 17호 분묘,토광묘,?,N12W,1.43,0.64,0.2,"충청북도문화재연구원 98, 2021",,청주
2703,청주 문암동,A지점 174호 분묘,토광묘,목관 혹은 목곽,N5W,1.43,0.61,0.3,"충청북도문화재연구원 98, 2021",,청주
3206,아산 북수리,154호 묘,토광묘,목관,N23E,1.43,0.63,*0.17,"중부고고학연구소, 2018",,아산
1188,아산 용두리 진터,26호묘(토광묘),토광묘,목곽,N7W,1.44,1.04,0.16,"충청문화재연구원 115, 2011",,아산
2661,청주 문암동,A지점 132호 분묘,토광묘,?,N21W,1.44,0.52,0.23,"충청북도문화재연구원 98, 2021",,청주
2800,청주 문암동,C지점 45호 분묘,토광묘,?,N11E,1.44,0.66,0.42,"충청북도문화재연구원 98, 2021",,청주
3494,청주 신봉동 고분군,67호분,토광묘,직장,N40W,1.44,0.7,*0.16,"충북대학교박물관, 1995",,청주
1802,예산 목리·신리 유적,1호 토광묘,토광묘,?,?,1.45,0.47,0.28,"충청문화재연구원, 2014",,예산
2602,청주 문암동,A지점 73호 분묘,토광묘,목관 혹은 목곽,N10E,1.45,0.55,0.2,"충청북도문화재연구원 98, 2021",,청주
3151,아산 북수리,99호 묘,토광묘,목관,N16E,1.45,0.57,0.12,"중부고고학연구소, 2018",,아산
2574,청주 문암동,A지점 45호 분묘,토광묘,?,N37E,1.46,0.64,0.2,"충청북도문화재연구원 98, 2021",,청주
3091,아산 북수리,39호 묘,토광묘,목관,N50E,1.46,0.68,0.23,"중부고고학연구소, 2018",,아산
3461,청주 신봉동 고분군,34호분,토광묘,?,N55W,1.46,*0.94,*0.20,"충북대학교박물관, 1995",,청주
3468,청주 신봉동 고분군,41호분,토광묘,목관,N70E,1.46,0.64,*0.10,"충북대학교박물관, 1995",,청주
3514,청주 신봉동 고분군,86호분,토광묘,직장,N15E,1.46,0.68,*0.34,"충북대학교박물관, 1995",,청주
2553,청주 문암동,A지점 24호 분묘,토광묘,?,N9W,1.47,0.65,0.42,"충청북도문화재연구원 98, 2021",,청주
2591,청주 문암동,A지점 62호 분묘,토광묘,?,N9E,1.47,0.7,0.12,"충청북도문화재연구원 98, 2021",,청주
3305,청주 송절동 Ⅱ지구,1지점 5호 토광묘,토광묘,목관 혹은 목곽,N38E,1.47,1.43,*0.21,"호서문화유산연구원, 2018",,청주
3310,청주 송절동 Ⅱ지구,1지점 10호 토광묘,토광묘,목곽,N70E,1.47,1.41,*0.1,"호서문화유산연구원, 2018",,청주
354,서천 주동리,1호 옹관묘,옹관묘,옹관,?,*0.90,*0.55,*0.15,"충청문화재연구원 70, 2008",,서천
355,서천 주동리,2호 옹관묘,옹관묘,옹관,?,*0.84,*0.50,*0.11,"충청문화재연구원 70, 2008",,서천
356,서천 주동리,3호 옹관묘,옹관묘,옹관,?,*0.90,*0.55,*0.15,"충청문화재연구원 70, 2008",,서천
